SKU,Model ID,Month_Year_Manufacturing,Brand_Color,Country_of_Origin,FSN,Material
PUF_BLK_ONE_PLUS_10R_5G,PUF_BLK_ONE_PLUS_10R_5G,Mar-26,Black,INDIA,ACCGWVHJZCZJX5VX,Rubber
PUF_BLK_ONE_PLUS_NORD_2_5G,PUF_BLK_ONE_PLUS_NORD_2_5G,Mar-26,Black,INDIA,ACCGYFP3CFRZNCVE,Rubber
PUF_BLK_ONE_PLUS_NORD_2T_5G,PUF_BLK_ONE_PLUS_NORD_2T_5G,Mar-26,Black,INDIA,ACCHYYWQHBXCGVG9,Rubber
PUF_BLK_ONE_PLUS_NORD_2T_5G_SN,PUF_BLK_ONE_PLUS_NORD_2T_5G_SN,Mar-26,Black,INDIA,ACCHYYWUZWU7HHYQ,Rubber
PUF_BLK_ONE_PLUS_NORD_CE3LITE_5G,PUF_BLK_ONE_PLUS_NORD_CE3LITE_5G,Mar-26,Black,INDIA,ACCGW3ZYSA3ZZFXN,Rubber
PUF_BLK_OPP_A78_5G_SN,PUF_BLK_OPP_A78_5G_SN,Mar-26,Black,INDIA,ACCH3GB4KKHWTVBB,Rubber
PUF_BLK_OPP_F23_5G,PUF_BLK_OPP_F23_5G,Mar-26,Black,INDIA,ACCGYG9YDGZH4BFZ,Rubber
PUF_BLK_OPP_F23_5G_SN,PUF_BLK_OPP_F23_5G_SN,Mar-26,Black,INDIA,ACCGYG9FSD5ESHZR,Rubber
PUF_BLK_OPP_RENO_10_5G,PUF_BLK_OPP_RENO_10_5G,Mar-26,Black,INDIA,ACCGWBGKXG5KS3HS,Rubber
PUF_BLK_OPP_RENO_10PRO_5G,PUF_BLK_OPP_RENO_10PRO_5G,Mar-26,Black,INDIA,ACCGWBGZQT9EEFHY,Rubber
PUF_BLK_POC_M6PRO_5G,PUF_BLK_POC_M6PRO_5G,Mar-26,Black,INDIA,ACCGW3GNDWHGEXGQ,Rubber
PUF_BLK_REA_C55,PUF_BLK_REA_C55,Mar-26,Black,INDIA,ACCGWERJGNSVFPFX,Rubber
PUF_BLK_REA_C55_NRZO_N55,PUF_BLK_REA_C55_NRZO_N55,Mar-26,Black,INDIA,ACCGWERX4TKSYZGV,Rubber
PUF_BLK_REAL_C51,EAL_C51,Mar-26,Black,INDIA,ACCGWZFAFD63Z4BV,Rubber
PUF_BLK_REAL_C53,PUF_BLK_REAL_C53,Mar-26,Black,INDIA,ACCGW6UWVCX5SFGH,Rubber
PUF_BLK_REAL_C67_5G,PUF_BLK_REAL_C67_5G,Mar-26,Black,INDIA,ACCGYGBRG3YWWJMN,Rubber
PUF_BLK_REAL_P1_5G,PUF_BLK_REAL_P1_5G,Mar-26,Black,INDIA,ACCH26NHYW4KGVHF,Rubber
PUF_BLK_SAM_A12_M12_F12,PUF_BLK_SAM_A12_M12_F12,Mar-26,Black,INDIA,ACCHY32HHE2YDHEM,Rubber
PUF_BLK_SAM_A12_M12_F12_SN,PUF_BLK_SAM_A12_M12_F12_SN,Mar-26,Black,INDIA,ACCHY32M5VFXQEFF,Rubber
PUF_BLK_SAM_A13_4G,PUF_BLK_SAM_A13_4G,Mar-26,Black,INDIA,ACCHY32SVRYGWZPQ,Rubber
PUF_BLK_SAM_A14_5G,PUF_BLK_SAM_A14_5G,Mar-26,Black,INDIA,ACCGW3R424HQ4CKA,Rubber
PUF_BLK_SAM_A23_5G_SN,PUF_BLK_SAM_A23_5G_SN,Mar-26,Black,INDIA,ACCHY34BY5Z4RAEX,Rubber
PUF_BLK_VIV_V27PRO_5G,PUF_BLK_VIV_V27PRO_5G,Mar-26,Black,INDIA,ACCGW4RABATSXETR,Rubber
PUF_BLK_VIV_Y21_Y21T_Y33S,PUF_BLK_VIV_Y21_Y21T_Y33s,Mar-26,Black,INDIA,ACCGWDSZHKXQNKUK,Rubber
PUF_BLK_VIV_Y27_SN,PUF_BLK_VIV_Y27_SN,Mar-26,Black,INDIA,ACCGW3RMJCGAERQX,Rubber
PUF_BLK_VIV_Y33S,PUF_BLK_VIV_Y33s,Mar-26,Black,INDIA,ACCGWDSXTF5WYWF3,Rubber
PUF_BLK_VIV_Y51_Y51A_Y53S_Y31_SN,PUF_BLK_VIV_Y51_Y51A_Y53s_Y31_SN,Mar-26,Black,INDIA,ACCGY63WPYHHFJYT,Rubber
PUF_BLUE_REAL_C65_5G,PUF_BLUE_REAL_C65_5G,Mar-26,Blue,INDIA,ACCH2AU4HVGDENBG,Rubber
S.N7522_KPDA_BLK_VIV_V23_5G,S.N7522_KPDA_BLK_VIV_V23_5G,Mar-26,Black,INDIA,ACCGEMV2A58JSX9D,"Silicon, Cloth"
SASA11_EAGL_BLAK_INFNX_NOTE_12PRO_5G_1010112,SASA11_EAGL_BLAK_INFNX_NOTE_12PRO_5G_1010112,Mar-26,"Black, Transparent",INDIA,ACCGGZS8HVSAAR7V,"Plastic, Rubber, Fiber"
SMOK_MGSFE_BLK_IQOO_NEO_10R_5G_SN,SMOK_MGSFE_BLK_IQOO_NEO_10R_5G_SN,Mar-26,Black,INDIA,ACCHK7ZPQNZHYUEM,"Plastic, Rubber, Fiber"
SMOK_MGSFE_BLK_MOTO_EDGE_50_FUSION_5G_852,SMOK_MGSFE_BLK_MOTO_EDGE_50_FUSION_5G_852,Mar-26,Black,INDIA,ACCHGBVJERGU2ZVA,"Plastic, Rubber, Fiber"
SMOK_MGSFE_BLK_MOTO_G85_5G_EDGE_50_FUSION_5G_1010,SMOK_MGSFE_BLK_MOTO_G85_5G_EDGE_50_FUSION_5G_1010,Mar-26,Black,INDIA,ACCHK4Y9HTZNHQ7U,"Plastic, Rubber, Fiber"
SMOK_MGSFE_BLK_REAL_15T_5G_852,SMOK_MGSFE_BLK_REAL_15T_5G_852,Mar-26,Black,INDIA,ACCHGGBJA3PAZECQ,"Plastic, Rubber, Fiber"
SMOK_MGSFE_BLK_REAL_P4_PRO_5G,SMOK_MGSFE_BLK_REAL_P4_PRO_5G,Mar-26,Black,INDIA,ACCHGWR9FNPEUAGY,"Plastic, Rubber, Fiber"
SMOK_MGSFE_BLK_REAL_P4_PRO_5G_852,SMOK_MGSFE_BLK_REAL_P4_PRO_5G_852,Mar-26,Black,INDIA,ACCHGWRCG85C8PGF,"Plastic, Rubber, Fiber"
SMOK_MGSFE_BLK_REAL_P4_PRO_5G_SN,SMOK_MGSFE_BLK_REAL_P4_PRO_5G_SN,Mar-26,Black,INDIA,ACCHGWRERBX2GKFG,"Plastic, Rubber, Fiber"
SMOK_MGSFE_BLK_VIV_Y19_Y19S_5G,SMOK_MGSFE_BLK_VIV_Y19_Y19s_5G,Mar-26,Black,INDIA,ACCHJHUCQX6HBYCT,"Plastic, Rubber, Fiber"
SMOK_MGSFE_BLK_VIV_Y19_Y19S_5G_852,SMOK_MGSFE_BLK_VIV_Y19_Y19s_5G_852,Mar-26,Black,INDIA,ACCHJHUEFTAKWYUW,"Plastic, Rubber, Fiber"
SN_KPDA_BLK_VIV_Y75_4G,SN_KPDA_BLK_VIV_Y75_4G,Mar-26,Black,INDIA,ACCGGSZMBZXFAD2Z,"Silicon, Cloth"
SN_KPDA_GREEN_REAL_10PRO_5G_SN,SN_KPDA_GREEN_REAL_10PRO_5G_SN,Mar-26,Green,INDIA,ACCGHSNGXGPARD6X,Rubber
SN_KPDA_GREEN_VIV_V25_5G_SN,SN_KPDA_GREEN_VIV_V25_5G_SN,Mar-26,Green,INDIA,ACCGHTZBUTS6AZUF,Rubber
CRYSTAL_MAGSF_WHITE_OPP_RENO_14_PRO_5G_852,CRYSTAL_MAGSF_WHITE_OPP_RENO_14_PRO_5G_852,Jul-26,Transparent,INDIA,ACCHFPBJSDWZFKYY,Plastic
BUMP_T_PRINT_MAGSF_OPP_RENO_15c_5G,BUMP_T_PRINT_MAGSF_OPP_RENO_15c_5G,Jul-26,Transparent,INDIA,ACCHH4WSK9GZGWFD,Thermoplastic Polyurethane
BUMP_T_PRINT_MAGSF_REAL_16_PRO_5G_852,BUMP_T_PRINT_MAGSF_REAL_16_PRO_5G_852,Jul-26,Transparent,INDIA,ACCHHFEPH5ZGW2TF,Thermoplastic Polyurethane
BUMP_T_PRINT_MAGSF_NOTHING_PHONE_4a_5G_654,BUMP_T_PRINT_MAGSF_NOTHING_PHONE_4a_5G_654,Jul-26,Transparent,INDIA,ACCHM6GWXJJMWMNB,Thermoplastic Polyurethane
BUMP_T_PRINT_MAGSF_ONE_PLUS_NORD_2_5G,BUMP_T_PRINT_MAGSF_ONE_PLUS_NORD_2_5G,Jul-26,Transparent,INDIA,ACCHH4PPHGCV2RBP,Thermoplastic Polyurethane
BUMP_T_PRINT_MAGSF_OPP_RENO_15c_5G_SN,BUMP_T_PRINT_MAGSF_OPP_RENO_15c_5G_SN,Jul-26,Transparent,INDIA,ACCHH4XDJP3YZ6F9,Thermoplastic Polyurethane
KPDA_BLACK_REAL_10PRO+_5G,KPDA_BLACK_REAL_10PRO+_5G,Jul-26,Black,INDIA,ACCGMFWKWEX4HNGR,"Silicon, Cloth"
KPDA_BLUE_OPP_F21sPRO_5G,KPDA_BLUE_OPP_F21sPRO_5G,Jul-26,Blue,INDIA,ACCGPCDWHMGWVS2P,"Silicon, Cloth"
MEGSEF_TRANS_IPHONE_15PLUS_852,MEGSEF_TRANS_IPHONE_15PLUS_852,Jul-26,Transparent,INDIA,ACCH4WEAHZMSAWRH,Thermoplastic Polyurethane
MAGSF_Blk_IPHONE_16PLUS_SN,MAGSF_Blk_IPHONE_16PLUS_SN,Jul-26,Black,INDIA,ACCH5FZQNWGYDWWU,Thermoplastic Polyurethane
KAPDA_BLACK_VIV_Y200_PRO_5G_852,KAPDA_BLACK_VIV_Y200_PRO_5G_852,Jul-26,Black,INDIA,ACCHDP87HQZBPTXZ,"Silicon, Cloth"
SMOK_MGSFE_BLK_NOTHING_PHONE_3A_SN,SMOK_MGSFE_BLK_NOTHING_PHONE_3A_SN,Jul-26,Black,INDIA,ACCHGG7QGQFATBUZ,"Plastic, Rubber, Fiber"
